date,BlkCnt,CapMrktCurUSD,DiffMean,FeeMeanNtv,FeeMeanUSD,FeeMedNtv,FeeMedUSD,FeeTotNtv,FeeTotUSD,IssContNtv,IssContPctAnn,IssContUSD,IssTotNtv,IssTotUSD,PriceBTC,PriceUSD,ROI1yr,ROI30d,SplyCur,TxCnt,TxTfr,VtyDayRet180d,VtyDayRet30d,VtyDayRet60d
2019-04-08,1435,21917965.78752256675281,3155043092.6216,0.00779219242902208,0.02382213803071109976685185732,0.008,0.024457443265374572,19.761,60.4129420458833646615,86100,438.34578915214,263223.23314359383115,86100,263223.23314359383115,0.000578636310929281,3.0571804081718215,,-4.187290607642543,7169340,2536,5310,,0.05927485140495554,0.06298680411574874
2019-04-09,1436,22078191.39938718345375,3001746911.81337,0.00779897785349233,0.02373197240286478912542272646,0.008,0.02434367461857866,18.312,55.72267120192655274,86160,433.442216249742,262181.3756420921682,86160,262181.3756420921682,0.000585682551724138,3.0429593273223325,,-4.142088123762548,7255500,2348,4957,,0.05846590242847838,0.05598394363513043
2019-04-10,1449,22553877.000115297791612,3086246648.97447,0.00789027951606174,0.02423668340521485230650619123,0.008,0.0245737133706128184,18.913,58.0953301223000292999,86940,432.187392746825,267054.830055134803962,86940,267054.830055134803962,0.0005782875751022795,3.0717141713266023,,1.9579467604301743,7342440,2397,5064,,0.057411024232679866,0.05250162425755615
2019-04-11,1421,21318702.62960818700901,3194935474.62632,0.00782468051118211,0.02245810102583329717023060642,0.008,0.0229612963685751304,19.593,56.2350849686865662409,85260,418.970879276223,244710.016048089452238,85260,244710.016048089452238,0.0005682739744005215,2.8701620460718913,,0.910062072193301,7427700,2504,5266,,0.05805362405923505,0.050696975537233534
2019-04-12,1433,21669790.64255373557208,3132191179.40684,0.00793303370786517,0.02287922557385462591197572741,0.008,0.023072359368569048,17.651,50.906276901826533281,85980,417.674162327914,247970.18231369584338,85980,247970.18231369584338,0.000567405773232028,2.884044921071131,,6.710749818255706,7513680,2225,4756,,0.05787339193640328,0.050503311807459504
2019-04-13,1440,21319102.78330956517392,3177436710.72153,0.00777597544936431,0.02181250984798706172754166308,0.008,0.022440924604277392,17.737,49.754334963258512738,86400,414.943000599994,242361.9857261958336,86400,242361.9857261958336,0.0005527549302944712,2.805115575534674,,6.073991904876901,7600080,2281,4738,,0.05811843000421853,0.05054196833706757
2019-04-14,1435,22972517.32966118957196,3344416812.87805,0.00772584373555247,0.02309106462524081634521861511,0.008,0.023910465099345776,16.711,49.945972784395907842,86100,408.870206006104,257336.3806317089142,86100,257336.3806317089142,0.0005795853621498397,2.988808137418222,,11.602139892482784,7686180,2163,4481,,0.059227420277232094,0.05112144032739855
2019-04-15,1437,22576802.50625173643304,3268064575.42798,0.0075391165513571,0.02189917470171413248028975121,0.008,0.0232379213692056368,28.332,82.2970985290417627272,86220,404.898100972673,250446.697556613750612,86220,250446.697556613750612,0.0005760061618936294,2.9047401711507046,,8.835559770424577,7772400,3758,7789,,0.05952896431665419,0.051176943237266306
2019-04-16,1430,22786420.7843669343282,3212534726.45245,0.00773359073359073,0.02242509132239944732154134276,0.008,0.023197598212686808,22.033,63.889085177516055083,85800,398.526380087043,248794.2408310660158,85800,248794.2408310660158,0.0005569958526952711,2.899699776585851,,8.742938328374006,7858200,2849,5978,,0.05929321749792985,0.05117229779160241
2019-04-17,1424,22708876.092053629350216,3205200601.15169,0.00779308836395451,0.02227848669268344297824544804,0.008,0.0228699952082960752,17.815,50.928620579474322461,85440,392.585766726589,244251.548824602083136,85440,244251.548824602083136,0.0005469875131502046,2.8587494010370094,,9.933473265615058,7943640,2286,4835,,0.05903463680367114,0.05106030688223895
2019-04-18,1451,23887778.8621747101957,3133396565.1723,0.00775829827021973,0.02307750425564415109497756366,0.008,0.023796459947127608,16.595,49.362781602822831845,87060,395.692778960738,258964.97537461619406,87060,258964.97537461619406,0.0005635230036924966,2.974557493390951,,17.92494790047102,8030700,2139,4422,,0.05907720414949218,0.05144841050915806
2019-04-19,1414,23314610.62050180456324,3319541804.90735,0.00765664160401002,0.02199627106245893490444232437,0.008,0.022982683218124048,18.33,52.65907292352672498,84840,381.571651424304,243731.35552820552904,84840,243731.35552820552904,0.0005430740820230015,2.872835402265506,,16.970489517528605,8115540,2394,4933,,0.0584995816672227,0.05155263026867065
2019-04-20,1443,23771366.855626070863764,3068407050.09771,0.00770627336933943,0.02233430519820597269624639697,0.008,0.0231855830986389576,18.549,53.7586726120817530653,86580,385.286974587058,250925.973085020118626,86580,250925.973085020118626,0.0005453918836937463,2.8981978873298697,,24.478988374041368,8202120,2407,4969,,0.057918157343585734,0.051594039316576835
2019-04-21,1436,23114546.15278078922652,3143079167.81685,0.0076399814900509,0.02130655633716192890652593292,0.008,0.022310584249355272,16.51,46.04346824460694259,86160,379.432162040858,240284.99236555627944,86160,240284.99236555627944,0.0005266169187609586,2.788823031169409,,13.924925343596989,8288280,2161,4464,,0.05849628870259114,0.051504258188704286
2019-04-22,1419,23054066.5664695083093,3090113133.48132,0.007616459155785,0.02096996882734456707598509578,0.008,0.02202595027261932,25.081,69.054107348445645615,85140,371.127926223694,234411.1757763511131,85140,234411.1757763511131,0.000511394144784429,2.753243784077415,,11.605157349487333,8373420,3293,6828,,0.056625797809060185,0.051506018636981454
2019-04-23,1443,22905736.330866346278,3050893408.31185,0.0077776111944028,0.02105814554408806301698888891,0.008,0.0216602707620485544,15.563,42.1373492337202065159,86580,373.542553191489,234418.280322270479994,86580,234418.280322270479994,0.0004882959210987726,2.7075338452560693,,1.1352976562269674,8460000,2001,4146,,0.055355746757827964,0.05108950558947105
2019-04-24,1435,21168067.0475010484488,3079242433.66202,0.00777777777777778,0.01926498888154406772650475981,0.008,0.019815417135302464,16.73,41.43899108420127784,86100,367.72913960754,213263.4269186927688,86100,213263.4269186927688,0.0004559924319152975,2.476927141912808,,-1.365043368981378,8546100,2151,4525,,0.05755316731839963,0.051561480582629514
2019-04-25,1439,20778031.11764306058444,2944938548.00695,0.0076931321953156,0.0185171446481422643564529878,0.008,0.019255766497206408,19.379,46.644687368670372579,86340,365.065960493209,207817.85992110015834,86340,207817.85992110015834,0.00046940800116890703,2.406970812150801,,-0.8320848477465534,8632440,2519,5251,,0.05734961111796682,0.05104986178161533
2019-04-26,1447,20120682.12319105213944,2963906723.25639,0.00749408887077049,0.01729346068034636162826483736,0.008,0.018460908034113952,18.383,42.420859048889597452,86820,363.440246075928,200347.00444022166408,86820,200347.00444022166408,0.000448065966101695,2.307613504264244,,-8.43793572000488,8719260,2453,4994,,0.057734416763376276,0.05121542227214255
2019-04-27,1417,19726508.7714433900866,2987906326.61538,0.00761597821152973,0.0170640485074149119985979217,0.008,0.01792447198084876,16.778,37.59209886183506191,85020,352.468344941324,190492.3259764701969,85020,190492.3259764701969,0.0004323894478148635,2.240558997606095,,-12.46429387197685,8804280,2203,4505,,0.04636359217468132,0.05107207612792048
2019-04-28,1442,19930931.0499326462244,3147905071.53606,0.00763288807001382,0.01711100978936641417384975166,0.008,0.017933982138779544,16.571,37.148002252714477953,86520,355.196382777703,193956.01683090076836,86520,193956.01683090076836,0.00043540330508474567,2.241747767347443,,-26.57402611228394,8890800,2171,4459,,0.04388355707126739,0.05026125461835137
2019-04-29,1432,19915479.55498191258984,3007196225.85754,0.00761318206374932,0.01689037552011810397991056987,0.008,0.017748558096927976,14.092,31.264085087738629724,85920,349.357003448921,190619.51396100646224,85920,190619.51396100646224,0.00043089060549386324,2.218569762115997,,-32.12968255260682,8976720,1851,3803,,0.0409868512702672,0.05024467970316906
2019-04-30,1437,19424503.960756045646196,2970492892.8984,0.00764453125,0.01638444340840261157734375,0.008,0.0171463158407810672,17.613,37.7497576129596170742,86220,347.241623579104,184794.418974017951748,86220,184794.418974017951748,0.00040695744359727626,2.1432894800976334,,-38.785472177808565,9062940,2304,4828,,0.04038075059316079,0.04956938662811062
2019-05-01,1438,20369843.79440684500944,2998107896.9235,0.00739540675152186,0.01646515007012641999055355439,0.008,0.017811217825700416,26.727,59.505052353436877304,86280,344.20639136451,192093.98425017898656,86280,192093.98425017898656,0.00041887653565166576,2.226402228212552,,-32.67108845156321,9149220,3614,7344,,0.03721532018984932,0.04918492523929769
2019-05-02,1445,20487244.356464776613544,2946764563.56332,0.00751745171128431,0.01667531444046786430671829436,0.008,0.0177457096696071656,22.184,49.2088529138206702088,86700,342.635059636723,192319.12854436765719,86700,192319.12854436765719,0.00041130363354763294,2.2182137087008957,,-38.26844300297073,9235920,2951,6090,,0.03692892858323479,0.04699281522717066
2019-05-03,1430,21247810.139883074594316,2970389392.20769,0.00766802721088435,0.01747840380577058988093188772,0.008,0.0182350983637209224,16.908,38.5398803917241694924,85800,335.957312598962,195571.42995090689274,85800,195571.42995090689274,0.0004028303149492275,2.2793872954651153,,-33.77440040777746,9321720,2205,4551,,0.03679455399452746,0.04716786259384525
2019-05-04,1418,20837591.81332478897832,3012612747.57052,0.00771543560606061,0.01709094461677543357630353633,0.008,0.0177213010276181392,16.295,36.096075030629697283,85080,330.125015945911,188466.036428718910392,85080,188466.036428718910392,0.00038359704587960264,2.2151626284522674,,-31.808668527427166,9406800,2112,4438,,0.03338694857041228,0.04720089109616171
2019-05-05,1439,19954140.52608099663696,2789858536.27102,0.00766193042626164,0.01610502282982031614411789272,0.008,0.016815629413307712,15.638,32.870351595663250032,86340,331.967083599315,181482.68044312348176,86340,181482.68044312348176,0.0003669386563413209,2.101953676663464,,-39.62198005475265,9493140,2041,4196,,0.03247352950778123,0.04734656714041831
2019-05-06,1427,19778438.93907985904916,2918790766.8206,0.00761748860339826,0.01572876167807202588912350465,0.008,0.016518579807056328,18.381,37.953501929187795621,85620,326.256216879847,176790.10038502035042,85620,176790.10038502035042,0.00036277855360037785,2.064822475882041,,-36.34624986128767,9578760,2413,4939,,0.032477697578649344,0.04729662455570727
2019-05-07,1455,19743272.812269722892,2838125225.94983,0.00764333185644661,0.0156117783291783232998143844,0.008,0.0163402857522256,17.251,35.2357836889554782,87300,329.653447216343,178313.36827116186,87300,178313.36827116186,0.00035060507394799544,2.0425357190282,,-36.11433729613709,9666060,2257,4654,,0.0319769145899389,0.04721925402643285
2019-05-08,1425,20025640.1931403641642,2885629244.47719,0.00745609386828161,0.01531170941392839970658733814,0.008,0.01642866593089956,19.699,40.453536271598804055,85500,320.025718961889,175581.3671364890475,85500,175581.3671364890475,0.0003461989674943802,2.053583241362445,,-32.82754148648763,9751560,2642,5432,,0.03213488965469131,0.0472484666592795
2019-05-09,1428,20740161.491188892602584,2879978598.91527,0.00755063016079965,0.01591923028158571884781715627,0.008,0.0168666508013946128,17.374,36.6301488779287503484,85680,317.906241994706,180641.830082936303088,85680,180641.830082936303088,0.00034281027711611356,2.1083313501743266,,-30.71444198271413,9837240,2301,4696,,0.03271448159473199,0.04706821290306432
2019-05-10,1440,21934990.451285527542,2720432028.08542,0.0075202419730107,0.01662257355862831989336822734,0.008,0.0176830199009924,16.161,35.72191057749227205,86400,317.786618619781,190976.61493071792,86400,190976.61493071792,0.0003476822933956751,2.21037748762405,,-28.04091252183666,9923640,2149,4317,,0.03280131369759797,0.04706924284398467
2019-05-11,1420,21100123.694027877641268,2516155600.32676,0.0076484593837535,0.01612409021084831858760677046,0.008,0.0168651901271499016,16.383,34.5378012316371047391,85200,310.705336482549,179614.27485414645204,85200,179614.27485414645204,0.0002877986237281836,2.1081487658937377,,-26.549486333743637,10008840,2142,4447,,0.033440316957599504,0.04700802998082772
2019-05-12,1434,18893678.802839469451824,2657718332.79986,0.00751448598130841,0.0140641874395021095514550865,0.008,0.0149728803534777784,16.081,30.0973611205345193063,86040,311.094336931197,161033.328201653506692,86040,161033.328201653506692,0.00026958254785514947,1.8716100441847223,,-35.104684725589905,10094880,2140,4289,,0.038934543588293805,0.04928392714492007
2019-05-13,1430,19267872.8825392586289,2641296485.72098,0.00756677374942634,0.01432081498827992703629070359,0.008,0.01514073549707034,16.488,31.20505585946197074,85800,307.612065205861,162384.3882060793965,85800,162384.3882060793965,0.00024267403674299579,1.8925919371337925,,-32.53069664436013,10180680,2179,4428,,0.03634793598305507,0.04927474152824691
2019-05-14,1441,19647008.992572536336424,2546504131.2526,0.00765431496830814,0.01464715539228379033076255005,0.008,0.0153086518680548128,15.699,30.0413157095740632684,86460,307.367971996096,165448.255064002389336,86460,165448.255064002389336,0.00024053392105400663,1.9135814835068516,,-35.97509791445387,10267140,2051,4251,,0.03659290124445644,0.04932309005352606
2019-05-15,1438,24656501.17388847661272,2519459967.30946,0.00758564593301435,0.01806509229337462106286525454,0.008,0.019051869758119328,15.854,37.756042893152978264,86280,304.171954774364,205474.41534131695248,86280,205474.41534131695248,0.00028988725014611347,2.381483719764916,,-18.013881468045458,10353420,2090,4272,,0.05669797486365778,0.05732686218654924
2019-05-16,1384,23037869.728318074102582,2244213460.63512,0.00776607142857143,0.0171431445022777500879514326,0.008,0.0176595280225808936,17.396,38.4006436851021531332,83040,290.420314934374,183305.900874389675568,83040,183305.900874389675568,0.00028077091057860894,2.2074410028226117,,-23.873463706588105,10436460,2240,4727,,0.058125173483906556,0.058057603868373435
2019-05-17,1441,22253024.415770724283608,1806280677.43234,0.00763234663234663,0.01614027246802551202740634137,0.008,0.0169177562241436592,17.791,37.6229751229674801034,86460,299.896796706618,182838.650392432596804,86460,182838.650392432596804,0.00028862323202805373,2.1147195280179574,,-26.026411155491825,10522920,2331,4818,,0.05767978253934193,0.0581824512921528
2019-05-18,1450,23423990.65177174007616,2017060819.81034,0.00758795900939368,0.01675227342921197460134422472,0.008,0.017661954587232884,17.771,39.2338243712144476955,87000,299.295376402461,192073.7561361576135,87000,192073.7561361576135,0.00030334543775569856,2.2077443234041105,,-25.779067027300425,10609920,2342,4829,,0.05837684001120774,0.05840077201755281
2019-05-19,1430,25501913.876916156822324,2003169833.93916,0.00757225195553726,0.01805459728044686623419848978,0.008,0.0190744812892754536,18.393,43.8546167942054272581,85800,292.799362735749,204573.81182747923986,85800,204573.81182747923986,0.0002900711400531924,2.3843101611594317,,-17.004985413394213,10695720,2429,4956,,0.06045650880529054,0.05887829006059321
2019-05-20,1452,30151492.336219984423944,2182589998.72176,0.00758641509433962,0.02121349631232260355949644878,0.008,0.0223699821837066928,20.104,56.2157652276549190064,87120,294.901899685055,243609.105980565884592,87120,243609.105980565884592,0.0003503569653644894,2.7962477729633366,,-3.51770715216622,10782840,2650,5473,,0.06749908176246329,0.06209851471338776
2019-05-21,1434,29136151.01480217918168,2482987088.83891,0.00763701741105223,0.02047251350563179852006232565,0.008,0.021445559074938488,20.177,54.088380681879234047,86040,288.940534811315,230646.98785096343844,86040,230646.98785096343844,0.0003357664317677201,2.680694884367311,,-3.8771964227776032,10868880,2642,5513,,0.06791890197766222,0.062362296016110194
2019-05-22,1449,28293879.799409210744388,2596733347.43547,0.00748127824402841,0.01932072518373568035257079846,0.008,0.0206603465916082672,23.177,59.8556066192131011118,86940,289.646051139942,224526.316584302843796,86940,224526.316584302843796,0.0003367992033898305,2.5825433239510334,,-6.1999762285337034,10955820,3098,6249,,0.06819667815707334,0.06163938070612323
2019-05-23,1440,27430690.81818687987414,2611723516.88264,0.00766147859922179,0.01903237307945398960126433739,0.008,0.019873315922477096,17.721,44.021878932777077277,86400,285.594744535066,214631.8119627526368,86400,214631.8119627526368,0.00031455188603156045,2.484164490309637,,-8.249919214779258,11042220,2313,4701,,0.06651603423856252,0.06127947912833271
2019-05-24,1412,27782326.3412736575754,2573311375.99929,0.007560706401766,0.01887796758357822683508894106,0.008,0.01997481883879928,17.125,42.75859657680470875,84720,277.909290424861,211533.3315028843752,84720,211533.3315028843752,0.0003126106146070035,2.49685235484991,,0.804432742487317,11126940,2265,4563,,0.06628989706119973,0.06111829476565538
2019-05-25,1425,26647018.02528118251588,2147142614.01544,0.00773564266180492,0.01838420624290964408632536427,0.008,0.019012466885196216,16.972,40.334948496943772244,85500,278.329248584608,203195.7398355345585,85500,203195.7398355345585,0.00029480013763880775,2.376558360649527,,-1.2635155917864471,11212440,2194,4561,,0.06647216276893828,0.06125585268227839
2019-05-26,1423,27784742.10839955647466,1967229260.34926,0.00743084308430843,0.01827468119916002118522762422,0.008,0.019674409476093304,24.767,60.909512436800357521,85380,275.838170549717,209975.13513360578694,85380,209975.13513360578694,0.0002816576940385739,2.459301184511663,,6.573357278726041,11297820,3333,6585,,0.06648085850363243,0.06139121953609597
2019-05-27,1443,27312593.83501897885128,1955117082.55787,0.00762789735099338,0.01830027600601695218397244557,0.008,0.0191929966164358096,18.429,44.2134668305369418898,86580,277.587751660167,207716.205881376549396,86580,207716.205881376549396,0.0002721087235534775,2.3991245770544762,,7.077054414447424,11384400,2416,4983,,0.06668305715509598,0.05680724458024559
2019-05-28,1435,28056524.4629882369073,2053626660.10035,0.00757823129251701,0.01853614329320312597283638129,0.008,0.0195677778391444048,17.824,43.5970090256137338944,86100,273.976722897868,210598.20899379165666,86100,210598.20899379165666,0.00028052952468398274,2.4459722298930506,,9.110055355926905,11470500,2352,4855,,0.0667088590068035,0.056084930969981545
2019-05-29,1423,28130681.56921358104692,2012025015.48208,0.007545601291364,0.01836838970079366271487471548,0.008,0.019474540455050472,18.698,45.516869678566715682,85380,269.678293647909,207842.03300652616242,85380,207842.03300652616242,0.00028124554208065457,2.434317556881309,,9.724634241816185,11555880,2478,4991,,0.06633315502555155,0.0552315602315447
2019-05-30,1451,28185323.416265821867362,1996197082.83873,0.00747219983883965,0.01808876186673339272801429804,0.008,0.0193664647700775384,18.546,44.8963069532322533958,87060,272.928487134693,210755.552860368811638,87060,210755.552860368811638,0.00029266425702670633,2.4208080962596923,,12.94825634796738,11642940,2482,4998,,0.06603660947473156,0.05481705159802626
2019-05-31,1425,28107776.78058368972196,2137078305.72772,0.00742702838482793,0.01779923467944607085702741732,0.008,0.019172389017181272,29.567,70.858753258874833653,85500,266.083980478222,204904.9076211248445,85500,204904.9076211248445,0.0002800942489772063,2.396548627147659,,7.642212928959706,11728440,3981,8083,,0.06606995168002136,0.05355414261136804
2019-06-01,1432,28770072.9255357082872,2062651792.47696,0.00746733668341709,0.01818429613973483384930773634,0.008,0.01948142628160016,17.832,43.42409918168675664,85920,265.446615,209230.5182643857184,85920,209230.5182643857184,0.00028465612273524254,2.43517828520002,,9.781049303233745,11814360,2388,4744,,0.06595392205698444,0.05341757140968175
2019-06-02,1428,28403948.40868448993766,1984749598.76471,0.00767080231596361,0.018309272341592791305280402,0.008,0.019095027182217532,18.548,44.271820521971347942,85680,262.79927,204507.74112154976772,85680,204507.74112154976772,0.0002729622413793104,2.3868783977771915,,4.715789305570482,11900040,2418,4975,,0.06583006889189237,0.05300867370057727
2019-06-03,1437,27834910.34772769053018,1859488097.14057,0.00771691176470588,0.01792048121198048867930042075,0.008,0.018577878569447144,18.891,43.869338006928249663,86220,262.55326,200223.08628221659446,86220,200223.08628221659446,0.00028412098517053,2.322234821180893,,4.833604149571484,11986260,2448,5143,,0.06524470461915687,0.05215482197217869
2019-06-04,1440,25813651.6268979042069,1886853365.97222,0.00753333333333333,0.01610770470268889587269703421,0.008,0.01710552711789972,17.628,37.69202900429203302,86400,261.218455,184739.692873316976,86400,184739.692873316976,0.0002795042936879018,2.138190889737465,,1.7239777201713646,12072660,2340,4703,,0.06708017614870315,0.052428418044744636
2019-06-05,1430,27748074.7881002372742,1895657132.2958,0.00751527663088357,0.01715138742957737096020152952,0.008,0.01825762459265416,18.202,41.54066035443637754,85800,257.573565,195813.023756215866,85800,195813.023756215866,0.0002926447472238457,2.28220307408177,,10.52781053765262,12158460,2422,4935,,0.06807070299577321,0.05325339016426974
2019-06-06,1431,28428333.17020395012864,2002896245.36967,0.00762022471910112,0.01769230852725430633076208244,0.008,0.018574054366566016,16.955,39.36538647314085016,85860,255.946395,199346.03848916976672,85860,199346.03848916976672,0.0002985524473457248,2.321756795820752,,13.670315490267173,12244320,2225,4535,,0.06811558883016718,0.053080464814765665
2019-06-07,1447,29837630.597383592937264,2039645751.61368,0.00779361979166667,0.01885820356919212464742969845,0.008,0.0193575812762703808,11.971,28.9662006822790910696,86820,256.985915,210078.150800724307632,86820,210078.150800724307632,0.0003015594104493674,2.4196976595337976,,17.82807781039618,12331140,1536,3211,,0.06834594239181166,0.053416969722763843
2019-06-08,1470,39813284.45600468969727,2519343768.37211,0.00814603409933284,0.02611413913984578255979883054,0.008,0.025645990499337124,32.967,105.6839210989558708635,88200,259.216795,282747.0452551917921,88200,282747.0452551917921,0.00040375660987684734,3.2057488124171405,,52.051470095157214,12419340,4047,9147,,0.08526806570551065,0.06504613260213588
2019-06-09,1444,37080080.67192855310974,3253628012.67036,0.00748922891081136,0.02220547387597172230068424557,0.008,0.023719904027947304,37.199,110.294588741951470187,86640,252.867985,256886.56062266930232,86640,256886.56062266930232,0.00038838911011601765,2.964988003493413,,34.13944089163247,12505980,4967,10311,,0.08622771996294123,0.06524494364159404
2019-06-10,1408,39047653.319149029110958,3210071133.0206,0.00794661016949153,0.02464536474129852048261756873,0.008,0.0248109462683009384,18.754,58.1630607894644748442,84480,244.90916,262003.592593257909504,84480,262003.592593257909504,0.0003879958588544711,3.1013682835376173,,47.11335052404662,12590460,2360,5008,,0.08264824139294959,0.0654991260192681
2019-06-11,1422,41150294.946467882381232,2203863151.91913,0.00768699839486356,0.02495485494396878744669622574,0.008,0.0259709745334601152,19.156,62.1874985203702458464,85320,245.679675,276980.443399352128608,85320,276980.443399352128608,0.0004097669328807688,3.2463718166825144,,73.4534299369312,12675780,2492,5069,,0.0828035064286126,0.06563661120115107
2019-06-12,1439,50977157.977995449198124,2328702001.42877,0.00819072747832642,0.0327171354459411296095950036,0.008,0.0319552914268133816,21.73,86.798560338081847771,86340,246.934545,344877.482723883420918,86340,344877.482723883420918,0.0004903069844030531,3.9944114283516727,,111.05508007188011,12762120,2653,5917,,0.08988492891498306,0.07043996547609288
2019-06-13,1448,48790677.049535488947,2288796618.99586,0.00781128404669261,0.02966128393371996477187245813,0.008,0.030377882823276824,20.075,76.229499709660280225,86880,246.79913,329903.80746078630864,86880,329903.80746078630864,0.0004612338212797357,3.797235352909603,,98.4360418219947,12849000,2570,5411,,0.0828298793159726,0.07067913787104636
2019-06-14,1440,55950589.2549930772356,2518092276.02569,0.00770022539444027,0.03330644187386509891886344782,0.008,0.034603082551752912,20.498,88.661748268228898772,86400,243.796275,373713.2915589314496,86400,373713.2915589314496,0.0004972847694335223,4.325385318969114,,81.62565139836803,12935400,2662,5486,,0.0834961847697759,0.07254058833769032
